EVENT_ID,PLAYER_ID,EARNINGS,ORIG_EARNINGS,CURRENCY,PLACEMENT
23946,56111,10330,11,10.00000000,EUR,1
23947,56111,12423,6,5.00000000,EUR,2
23967,56149,24,35,35.00000000,USD,2
23964,44648,140,100,100.00000000,USD,9
23965,44648,1652,50,50.00000000,USD,10
23952,55229,4564,226,200.00000000,EUR,1
23953,55229,4521,113,100.00000000,EUR,2
23955,55229,8582,57,50.00000000,EUR,4
23954,55229,5878,57,50.00000000,EUR,3
23958,44648,72,800,800.00000000,USD,3
23959,44648,4049,500,500.00000000,USD,4
23956,44648,26,3500,3500.00000000,USD,1
23957,44648,422,1500,1500.00000000,USD,2
23960,44648,5,400,400.00000000,USD,5
23961,44648,58,300,300.00000000,USD,6
23962,44648,5118,200,200.00000000,USD,7
23963,44648,118,150,150.00000000,USD,8
23966,56149,1740,75,75.00000000,USD,1
23968,56149,5016,15,15.00000000,USD,3
23971,56156,21,75,75.00000000,USD,3
23972,56156,2566,75,75.00000000,USD,4
23970,56156,1557,200,200.00000000,USD,2
23969,56156,381,350,350.00000000,USD,1
23975,56160,3608,15,15.00000000,USD,3
23974,56160,1793,35,35.00000000,USD,2
23973,56160,35,75,75.00000000,USD,1
23978,56167,58,29,29.45000000,USD,3
23979,56167,123,29,29.45000000,USD,4
23977,56167,24,58,58.90000000,USD,2
23976,56167,1813,176,176.70000000,USD,1
23981,56180,247,35,35.00000000,USD,2
23980,56180,213,75,75.00000000,USD,1
23982,56180,44,15,15.00000000,USD,3
24051,52255,110,1667,2000000.00000000,KRW,15
24023,56314,4495,750,750.00000000,USD,1
23983,55859,47,1800,1800.00000000,USD,1
23984,55859,381,400,400.00000000,USD,2
23986,55859,1793,200,200.00000000,USD,4
23985,55859,160,200,200.00000000,USD,3
24050,52255,24,1667,2000000.00000000,KRW,14
24049,52255,2568,1667,2000000.00000000,KRW,13
24048,52255,1652,1667,2000000.00000000,KRW,12
24024,56315,24,75,75.00000000,USD,1
24025,56315,106,35,35.00000000,USD,2
24026,56315,277,15,15.00000000,USD,3
23987,55237,4734,3090,100000.00000000,TWD,1
23988,55237,27,1854,60000.00000000,TWD,2
23990,55237,5910,1236,40000.00000000,TWD,4
23989,55237,8106,1236,40000.00000000,TWD,3
23992,55237,12406,618,20000.00000000,TWD,6
23991,55237,2309,618,20000.00000000,TWD,5
23994,55237,5844,309,10000.00000000,TWD,8
23993,55237,782,309,10000.00000000,TWD,7
24047,52255,143,1667,2000000.00000000,KRW,11
23995,56235,575,399,350.00000000,EUR,1
23996,56235,5568,228,200.00000000,EUR,2
23997,56235,5803,171,150.00000000,EUR,3
24046,52255,941,1667,2000000.00000000,KRW,10
24091,53736,1662,2624,3000000.00000000,KRW,25
24027,56336,213,75,75.00000000,USD,1
24028,56336,106,35,35.00000000,USD,2
23998,55717,44,436,500000.00000000,KRW,1
23999,55717,45,261,300000.00000000,KRW,2
24000,55717,2046,131,150000.00000000,KRW,3
24001,55717,18,44,50000.00000000,KRW,4
24029,56336,1557,15,15.00000000,USD,3
24090,53736,4,2624,3000000.00000000,KRW,24
24097,53736,175,2624,3000000.00000000,KRW,31
24004,56136,5499,35,35.00000000,USD,1
24005,56136,4455,15,15.00000000,USD,2
24096,53736,2,2624,3000000.00000000,KRW,30
24030,56374,213,75,75.00000000,USD,1
24006,56265,1557,35,35.00000000,USD,1
24007,56265,213,15,15.00000000,USD,2
24031,56374,2,35,35.00000000,USD,2
24032,56374,1557,15,15.00000000,USD,3
24008,56266,213,35,35.00000000,USD,1
24009,56266,747,15,15.00000000,USD,2
24010,56249,72,112,100.00000000,EUR,1
24011,56249,6937,56,50.00000000,EUR,2
24095,53736,481,2624,3000000.00000000,KRW,29
24094,53736,458,2624,3000000.00000000,KRW,28
24012,56277,1557,267,267.01000000,USD,1
24013,56277,5847,89,89.00000000,USD,2
24015,56277,2170,44,44.50000000,USD,4
24014,56277,58,44,44.50000000,USD,3
24093,53736,18,2624,3000000.00000000,KRW,27
24016,56284,89,50,50.00000000,USD,1
24092,53736,1,2624,3000000.00000000,KRW,26
24033,56404,9990,500,500.00000000,USD,1
24017,56295,274,63,4200.00000000,RUB,1
24018,56295,152,27,1800.00000000,RUB,2
24034,56404,882,250,250.00000000,USD,2
24035,56404,1148,150,150.00000000,USD,3
24019,56129,4495,200,200.00000000,USD,1
24020,56129,1557,100,100.00000000,USD,2
24036,56404,2517,100,100.00000000,USD,4
24021,56307,7138,11,10.00000000,EUR,1
24022,56307,8586,6,5.00000000,EUR,2
24045,52255,12,1667,2000000.00000000,KRW,9
24044,52255,9866,1667,2000000.00000000,KRW,8
24043,52255,309,1667,2000000.00000000,KRW,7
24042,52255,44,1667,2000000.00000000,KRW,6
24041,52255,722,1667,2000000.00000000,KRW,5
24040,52255,1664,1667,2000000.00000000,KRW,4
24039,52255,15,1667,2000000.00000000,KRW,3
24038,52255,2044,1667,2000000.00000000,KRW,2
24037,52255,79,1667,2000000.00000000,KRW,1
24089,53736,106,2624,3000000.00000000,KRW,23
24088,53736,186,2624,3000000.00000000,KRW,22
24087,53736,105,2624,3000000.00000000,KRW,21
24086,53736,239,2624,3000000.00000000,KRW,20
24085,53736,45,2624,3000000.00000000,KRW,19
24084,53736,21,2624,3000000.00000000,KRW,18
24083,53736,1740,2624,3000000.00000000,KRW,17
24066,52255,3,1667,2000000.00000000,KRW,30
24065,52255,48,1667,2000000.00000000,KRW,29
24064,52255,68,1667,2000000.00000000,KRW,28
24063,52255,2046,1667,2000000.00000000,KRW,27
24062,52255,713,1667,2000000.00000000,KRW,26
24061,52255,73,1667,2000000.00000000,KRW,25
24060,52255,49,1667,2000000.00000000,KRW,24
24059,52255,195,1667,2000000.00000000,KRW,23
24058,52255,47,1667,2000000.00000000,KRW,22
24057,52255,117,1667,2000000.00000000,KRW,21
24056,52255,29,1667,2000000.00000000,KRW,20
24055,52255,1660,1667,2000000.00000000,KRW,19
24054,52255,2566,1667,2000000.00000000,KRW,18
24053,52255,381,1667,2000000.00000000,KRW,17
24052,52255,422,1667,2000000.00000000,KRW,16
24081,53736,16,3498,4000000.00000000,KRW,15
24080,53736,1793,3498,4000000.00000000,KRW,14
24079,53736,4735,3498,4000000.00000000,KRW,13
24078,53736,1709,3498,4000000.00000000,KRW,12
24077,53736,76,3498,4000000.00000000,KRW,11
24076,53736,125,3498,4000000.00000000,KRW,10
24075,53736,177,3498,4000000.00000000,KRW,9
24098,53736,11,2624,3000000.00000000,KRW,32
24082,53736,1517,3498,4000000.00000000,KRW,16
24071,53736,233,5248,6000000.00000000,KRW,5
24074,53736,31,5248,6000000.00000000,KRW,8
24072,53736,109,5248,6000000.00000000,KRW,6
24069,53736,1665,7871,9000000.00000000,KRW,3
24073,53736,6,5248,6000000.00000000,KRW,7
24070,53736,1659,7871,9000000.00000000,KRW,4
24068,53736,63,17492,20000000.00000000,KRW,2
24067,53736,1658,34984,40000000.00000000,KRW,1
24100,56470,5109,25,25.00000000,USD,2
24099,56470,1098,75,75.00000000,USD,1
24102,56475,111,57,50.00000000,EUR,2
24101,56475,5414,114,100.00000000,EUR,1
24105,56296,5064,172,150.00000000,EUR,3
24106,56296,4564,172,150.00000000,EUR,4
24104,56296,4521,343,300.00000000,EUR,2
24103,56296,267,687,600.00000000,EUR,1
24198,56884,184,20,20.00000000,USD,3
24179,56843,2,75,75.00000000,USD,1
24180,56843,5980,35,35.00000000,USD,2
24181,56843,45,15,15.00000000,USD,3
24182,56857,5074,11,10.00000000,EUR,1
24230,55477,2102,1500,1500.00000000,USD,24
24236,55477,317,1500,1500.00000000,USD,30
24235,55477,910,1500,1500.00000000,USD,29
24199,56625,105,1000,1000.00000000,USD,1
24200,56625,106,300,300.00000000,USD,2
24201,56625,1740,200,200.00000000,USD,3
24123,56485,2220,50,50.00000000,USD,1
24183,56862,47,75,75.00000000,USD,1
24150,55414,1557,16000,16000.00000000,USD,1
24124,56496,1649,75,75.00000000,USD,1
24125,56496,2170,25,25.00000000,USD,2
24151,55414,4495,8000,8000.00000000,USD,2
24153,55414,251,5000,5000.00000000,USD,4
24152,55414,111,5000,5000.00000000,USD,3
24126,56503,47,75,75.00000000,USD,1
24127,56503,3608,35,35.00000000,USD,2
24128,56503,422,15,15.00000000,USD,3
24157,55414,5847,2000,2000.00000000,USD,8
24156,55414,655,2000,2000.00000000,USD,7
24155,55414,317,2000,2000.00000000,USD,6
24129,56511,47,75,75.00000000,USD,1
24130,56511,2566,35,35.00000000,USD,2
24131,56511,481,15,15.00000000,USD,3
24154,55414,4723,2000,2000.00000000,USD,5
24165,55414,72,1000,1000.00000000,USD,16
24132,56525,10090,12,10.00000000,EUR,1
24133,56525,10360,6,5.00000000,EUR,2
24162,55414,451,1000,1000.00000000,USD,13
24163,55414,19,1000,1000.00000000,USD,14
24164,55414,140,1000,1000.00000000,USD,15
24161,55414,5087,1000,1000.00000000,USD,12
24134,56323,1793,1800,1800.00000000,USD,1
24135,56323,1660,400,400.00000000,USD,2
24137,56323,35,200,200.00000000,USD,4
24136,56323,1652,200,200.00000000,USD,3
24160,55414,5945,1000,1000.00000000,USD,11
24159,55414,214,1000,1000.00000000,USD,10
24138,56548,213,68,60.00000000,EUR,1
24139,56548,4680,46,40.00000000,EUR,2
24158,55414,8,1000,1000.00000000,USD,9
24184,56862,106,35,35.00000000,USD,2
24166,56612,92,50,50.00000000,USD,1
24185,56862,6346,15,15.00000000,USD,3
24140,54691,258,2053,1800.00000000,EUR,1
24141,54691,4049,1026,900.00000000,EUR,2
24143,54691,4370,456,400.00000000,EUR,4
24142,54691,2170,456,400.00000000,EUR,3
24147,54691,196,228,200.00000000,EUR,8
24146,54691,193,228,200.00000000,EUR,7
24145,54691,5065,228,200.00000000,EUR,6
24144,54691,354,228,200.00000000,EUR,5
24234,55477,5087,1500,1500.00000000,USD,28
24233,55477,129,1500,1500.00000000,USD,27
24148,56597,58,114,100.00000000,EUR,1
24149,56597,5414,57,50.00000000,EUR,2
24167,56531,47,75,75.00000000,USD,1
24168,56531,481,35,35.00000000,USD,2
24169,56531,422,15,15.00000000,USD,3
24202,56912,5499,35,35.00000000,USD,1
24203,56912,4105,15,15.00000000,USD,2
24170,56648,1557,341,300.00000000,EUR,1
24171,56648,4331,171,150.00000000,EUR,2
24173,56648,26,85,75.00000000,EUR,4
24172,56648,213,85,75.00000000,EUR,3
24174,56725,112,75,75.00000000,USD,1
24175,56725,4105,35,35.00000000,USD,2
24176,56725,2,15,15.00000000,USD,3
24190,56869,8719,10,10.00000000,USD,0
24177,56732,10090,11,10.00000000,EUR,1
24178,56732,11285,6,5.00000000,EUR,2
24189,56869,9696,10,10.00000000,USD,0
24188,56869,4105,100,100.00000000,USD,0
24187,56869,5499,100,100.00000000,USD,0
24186,56869,1557,100,100.00000000,USD,0
24232,55477,75,1500,1500.00000000,USD,26
24193,56870,5118,110,110.00000000,USD,0
24192,56870,9233,40,40.00000000,USD,0
24229,55477,5064,1500,1500.00000000,USD,23
24194,56892,5499,7,10.00000000,AUD,1
24204,56918,4452,113,100.00000000,EUR,1
24195,56893,4750,7,10.00000000,AUD,1
24228,55477,655,1500,1500.00000000,USD,22
24205,56918,962,57,50.00000000,EUR,2
24196,56884,4105,90,90.00000000,USD,1
24197,56884,5109,40,40.00000000,USD,2
24227,55477,52,1500,1500.00000000,USD,21
24206,56926,4388,50,50.00000000,USD,1
24226,55477,249,1500,1500.00000000,USD,20
24225,55477,95,1500,1500.00000000,USD,19
24224,55477,5945,1500,1500.00000000,USD,18
24223,55477,1171,1500,1500.00000000,USD,17
24221,55477,1813,4000,4000.00000000,USD,15
24220,55477,882,4000,4000.00000000,USD,14
24219,55477,6937,4000,4000.00000000,USD,13
24218,55477,1557,4000,4000.00000000,USD,12
24217,55477,23,4000,4000.00000000,USD,11
24216,55477,4734,4000,4000.00000000,USD,10
24215,55477,575,4000,4000.00000000,USD,9
24231,55477,111,1500,1500.00000000,USD,25
24222,55477,276,4000,4000.00000000,USD,16
24211,55477,5847,6000,6000.00000000,USD,5
24214,55477,1098,6000,6000.00000000,USD,8
24212,55477,4495,6000,6000.00000000,USD,6
24209,55477,19,10000,10000.00000000,USD,3
24213,55477,8,6000,6000.00000000,USD,7
24210,55477,251,10000,10000.00000000,USD,4
24207,55477,2170,35000,35000.00000000,USD,1
24208,55477,26,15000,15000.00000000,USD,2
24301,57275,247,15,15.00000000,USD,3
24238,55477,214,1500,1500.00000000,USD,32
24237,55477,72,1500,1500.00000000,USD,31
24239,56938,962,11,10.00000000,EUR,1
24240,56938,10716,6,5.00000000,EUR,2
24330,57415,365,500,500.00000000,USD,1
24241,56945,24,60,60.00000000,USD,1
24242,56945,58,20,20.00000000,USD,2
24244,56945,6937,10,10.00000000,USD,4
24243,56945,5087,10,10.00000000,USD,3
24331,57415,882,250,250.00000000,USD,2
24245,56965,2566,75,75.00000000,USD,1
24246,56965,4105,35,35.00000000,USD,2
24247,56965,6150,15,15.00000000,USD,3
24321,57350,5499,10,10.00000000,USD,1
24248,56972,72,138,9000.00000000,RUB,1
24273,53147,309,7171,47000.00000000,CNY,1
24274,53147,63,4425,29000.00000000,CNY,2
24275,53147,575,2365,15500.00000000,CNY,3
24277,53147,111,1907,12500.00000000,CNY,5
24276,53147,1793,1373,9000.00000000,CNY,4
24252,56976,106,75,75.00000000,USD,1
24253,56976,23,35,35.00000000,USD,2
24254,56976,145,15,15.00000000,USD,3
24278,53147,481,1221,8000.00000000,CNY,6
24255,57035,12717,10,10.00000000,USD,1
24279,53147,2170,1144,7500.00000000,CNY,7
24256,57036,5602,10,10.00000000,USD,1
24280,53147,1658,839,5500.00000000,CNY,8
24281,53147,7956,763,5000.00000000,CNY,9
24282,53147,5933,458,3000.00000000,CNY,10
24258,57037,5499,10,10.00000000,USD,1
24283,53147,160,458,3000.00000000,CNY,11
24284,53147,10115,458,3000.00000000,CNY,12
24286,53147,3608,153,1000.00000000,CNY,14
24259,57055,1793,75,75.00000000,USD,1
24260,57055,23,35,35.00000000,USD,2
24261,57055,5109,15,15.00000000,USD,3
24285,53147,5945,153,1000.00000000,CNY,13
24304,57309,47,75,75.00000000,USD,1
24262,56631,4105,1800,1800.00000000,USD,1
24263,56631,184,400,400.00000000,USD,2
24265,56631,5933,200,200.00000000,USD,4
24264,56631,160,200,200.00000000,USD,3
24305,57309,24,35,35.00000000,USD,2
24287,57240,10090,11,10.00000000,EUR,1
24266,57150,317,75,75.00000000,USD,1
24267,57150,5499,25,25.00000000,USD,2
24288,57240,3808,6,5.00000000,EUR,2
24268,57167,309,16812,20000000.00000000,KRW,1
24269,57167,76,4203,5000000.00000000,KRW,2
24270,57182,4723,112,100.00000000,EUR,1
24271,57182,75,56,50.00000000,EUR,2
24272,57221,89,50,50.00000000,USD,1
24306,57309,106,15,15.00000000,USD,3
24307,57317,1058,137,9000.00000000,RUB,1
24289,56605,5409,224,200.00000000,EUR,1
24290,56605,8582,112,100.00000000,EUR,2
24292,56605,5878,56,50.00000000,EUR,4
24291,56605,4521,56,50.00000000,EUR,3
24308,54554,7379,23,20.00000000,EUR,1
24332,57415,246,150,150.00000000,USD,3
24293,57228,72,60,60.00000000,USD,1
24294,57228,24,20,20.00000000,USD,2
24296,57228,5087,10,10.00000000,USD,4
24295,57228,123,10,10.00000000,USD,3
24309,54553,5803,22,20.00000000,EUR,1
24297,57266,72,150,150.00000000,USD,1
24298,57266,26,50,50.00000000,USD,2
24333,57415,4120,100,100.00000000,USD,4
24310,54555,4791,23,20.00000000,EUR,1
24299,57275,47,75,75.00000000,USD,1
24300,57275,106,35,35.00000000,USD,2
24322,57355,47,75,75.00000000,USD,1
24311,54556,1557,23,20.00000000,EUR,1
24323,57355,1274,35,35.00000000,USD,2
24324,57355,6346,15,15.00000000,USD,3
24312,54558,5065,112,100.00000000,EUR,1
24313,54558,7379,56,50.00000000,EUR,2
24314,54558,292,34,30.00000000,EUR,3
24315,54558,193,22,20.00000000,EUR,4
24319,54558,7138,11,10.00000000,EUR,8
24316,54558,5803,11,10.00000000,EUR,5
24317,54558,11985,11,10.00000000,EUR,6
24318,54558,4791,11,10.00000000,EUR,7
24328,57372,5602,35,35.00000000,USD,1
24329,57372,882,15,15.00000000,USD,2
24350,57390,107,80,80.00000000,USD,1
24351,57390,5499,40,40.00000000,USD,2
24352,57390,2220,20,20.00000000,USD,3
24353,57390,5602,10,10.00000000,USD,4
24356,57191,72,101,100.00000000,CHF,1
24357,57191,8885,50,50.00000000,CHF,2
24354,57453,58,111,100.00000000,EUR,1
24355,57453,1171,56,50.00000000,EUR,2
24359,57191,10090,25,25.00000000,CHF,4
24358,57191,1100,25,25.00000000,CHF,3
24371,57484,5109,16,16.20000000,USD,4
24366,57477,5499,53,53.00000000,USD,3
24362,49406,8023,20,20.00000000,USD,1
24367,57477,2102,26,26.00000000,USD,4
24363,57470,4388,50,50.00000000,USD,1
24364,57477,19,295,295.00000000,USD,1
24365,57477,317,161,161.00000000,USD,2
24370,57484,2102,48,48.60000000,USD,3
24369,57484,4388,97,97.20000000,USD,2
24368,57484,4105,162,162.00000000,USD,1
24376,57235,72,100,100.00000000,USD,5
24378,57235,214,100,100.00000000,USD,7
24377,57235,1100,100,100.00000000,USD,6
24379,57235,1813,100,100.00000000,USD,8
24375,57235,118,500,500.00000000,USD,4
24374,57235,4495,600,600.00000000,USD,3
24373,57235,575,1050,1050.00000000,USD,2
24372,57235,26,1500,1500.00000000,USD,1
24381,57491,153,111,100.00000000,EUR,2
24380,57491,485,167,150.00000000,EUR,1
24382,57491,962,56,50.00000000,EUR,3
24383,57491,4350,56,50.00000000,EUR,4
24423,57649,152,23,20.00000000,EUR,1
24449,57838,9269,70,70.00000000,USD,1
24384,57564,95,292,20014.00000000,RUB,1
24385,57564,485,175,12007.00000000,RUB,2
24386,57564,6937,117,8005.00000000,RUB,3
24424,57650,10090,6,5.00000000,EUR,1
24450,57838,8593,40,40.00000000,USD,2
24425,57651,8885,23,20.00000000,EUR,1
24451,57838,3808,10,10.00000000,USD,3
24389,57553,44,75,75.00000000,USD,1
24390,57553,47,35,35.00000000,USD,2
24426,57652,10090,6,5.00000000,EUR,1
24391,57595,10090,11,10.00000000,EUR,1
24427,57698,5602,10,10.00000000,USD,1
24393,57620,5933,75,75.00000000,USD,1
24394,57620,23,35,35.00000000,USD,2
24395,57620,195,15,15.00000000,USD,3
24396,57638,10090,6,5.00000000,EUR,1
24397,57644,10090,22,20.00000000,EUR,1
24398,57645,5803,23,20.00000000,EUR,1
24428,57722,112,68,60.00000000,EUR,1
24399,55004,1792,5,5.00000000,EUR,1
24429,57722,5074,45,40.00000000,EUR,2
24400,55005,5204,5,5.00000000,EUR,1
24401,55006,10176,5,5.00000000,EUR,1
24402,55007,10909,21,20.00000000,EUR,1
24403,55008,8173,5,5.00000000,EUR,1
24404,55009,5615,5,5.00000000,EUR,1
24498,58133,4105,15,15.00000000,USD,3
24467,57711,47,1000,1000.00000000,USD,1
24406,55010,5615,22,20.00000000,EUR,1
24452,57855,451,500,500.00000000,USD,1
24407,55011,10344,5,5.00000000,EUR,1
24430,57744,47,545,545.00000000,USD,1
24408,55012,9265,5,5.00000000,EUR,1
24431,57744,19,327,327.00000000,USD,2
24409,55013,152,5,5.00000000,EUR,1
24433,57744,1793,109,109.00000000,USD,4
24410,55014,4138,22,20.00000000,EUR,1
24432,57744,317,109,109.00000000,USD,3
24411,55015,5803,6,5.00000000,EUR,1
24412,55016,9265,6,5.00000000,EUR,1
24413,55017,7444,6,5.00000000,EUR,1
24414,55018,5803,22,20.00000000,EUR,1
24453,57855,9232,300,300.00000000,USD,2
24454,57855,219,150,150.00000000,USD,3
24416,55020,5143,6,5.00000000,EUR,1
24434,57760,5499,90,90.00000000,USD,1
24417,55021,1101,6,5.00000000,EUR,1
24435,57760,5602,40,40.00000000,USD,2
24418,55022,463,6,5.00000000,EUR,1
24436,57760,5118,20,20.00000000,USD,3
24419,55019,8097,5,5.00000000,EUR,1
24420,57646,5803,6,5.00000000,EUR,1
24421,57647,152,6,5.00000000,EUR,1
24422,57648,9434,6,5.00000000,EUR,1
24468,57711,106,300,300.00000000,USD,2
24469,57711,44,200,200.00000000,USD,3
24437,57248,47,1800,1800.00000000,USD,1
24438,57248,1793,400,400.00000000,USD,2
24440,57248,1665,200,200.00000000,USD,4
24439,57248,381,200,200.00000000,USD,3
24441,57803,4105,50,50.00000000,USD,1
24493,57710,47,75,75.00000000,USD,1
24494,57710,44,35,35.00000000,USD,2
24495,57710,23,15,15.00000000,USD,3
24442,57807,8593,100,100.00000000,USD,1
24443,57807,8590,50,50.00000000,USD,2
24444,57807,8814,20,20.00000000,USD,3
24458,57903,1192,25,100.00000000,PLN,1
24446,57821,8593,45,45.00000000,USD,2
24447,57821,9210,10,10.00000000,USD,3
24448,57821,10344,5,5.00000000,USD,4
24489,57856,5499,500,500.00000000,USD,1
24485,58056,24,60,60.00000000,USD,1
24470,58000,26,114,100.00000000,EUR,1
24459,57902,1192,26,100.00000000,PLN,1
24471,58000,58,57,50.00000000,EUR,2
24460,57938,1192,161,600.00000000,PLN,1
24461,57938,6235,80,300.00000000,PLN,2
24463,57938,2162,40,150.00000000,PLN,4
24462,57938,4637,40,150.00000000,PLN,3
24486,58056,414,20,20.00000000,USD,2
24488,58056,58,10,10.00000000,USD,4
24464,57961,5414,282,250.00000000,EUR,1
24465,57961,298,169,150.00000000,EUR,2
24466,57961,9068,85,75.00000000,EUR,3
24476,57839,8593,200,200.00000000,USD,1
24477,57839,10344,90,90.00000000,USD,2
24472,57994,195,100,100.00000000,USD,1
24473,57994,23,50,50.00000000,USD,2
24475,57994,105,25,25.00000000,USD,4
24474,57994,10562,25,25.00000000,USD,3
24487,58056,7999,10,10.00000000,USD,3
24478,57839,9269,60,60.00000000,USD,3
24480,57839,12081,10,10.00000000,USD,5
24483,57839,8590,10,10.00000000,USD,8
24479,57839,9226,10,10.00000000,USD,4
24482,57839,12866,10,10.00000000,USD,7
24481,57839,11208,10,10.00000000,USD,6
24484,58049,47,50,50.00000000,USD,1
24490,57856,8356,300,300.00000000,USD,2
24491,57856,462,150,150.00000000,USD,3
24492,57856,9012,50,50.00000000,USD,4
24496,58133,47,75,75.00000000,USD,1
24497,58133,10699,35,35.00000000,USD,2
24502,58150,6347,15,15.00000000,USD,3
24499,58140,5499,10,10.00000000,USD,1
24501,58150,44,35,35.00000000,USD,2
24500,58150,47,75,75.00000000,USD,1
24503,58158,4495,200,200.00000000,USD,1
24504,58158,47,100,100.00000000,USD,2
24513,56874,58,13,50.00000000,PLN,3
24509,56873,58,13,50.00000000,PLN,3
24510,56873,2162,13,50.00000000,PLN,4
24508,56873,1192,26,100.00000000,PLN,2
24507,56873,4452,77,300.00000000,PLN,1
24514,56874,1192,13,50.00000000,PLN,4
24512,56874,4452,25,100.00000000,PLN,2
24511,56874,26,76,300.00000000,PLN,1
24516,54844,1192,185,700.00000000,PLN,2
24515,54844,6937,397,1500.00000000,PLN,1
24517,54844,5437,79,300.00000000,PLN,3
24518,54844,362,79,300.00000000,PLN,4
24519,56875,58,77,300.00000000,PLN,1
24520,56875,26,26,100.00000000,PLN,2
24522,56875,210,13,50.00000000,PLN,4
24521,56875,1192,13,50.00000000,PLN,3
24585,58577,5499,10,10.00000000,USD,1
24557,57904,6235,129,500.00000000,PLN,1
24558,57904,210,65,250.00000000,PLN,2
24559,57904,5437,39,150.00000000,PLN,3
24560,57904,4637,26,100.00000000,PLN,4
24564,57904,428,13,50.00000000,PLN,8
24523,58201,118,96,85.00000000,EUR,1
24524,58201,6235,56,50.00000000,EUR,2
24525,58201,5065,34,30.00000000,EUR,3
24526,58201,6274,23,20.00000000,EUR,4
